,component_number,conformer_number,charge_method,environment,atom_index,symbol,charge
15,97,1,atb_lowest,atb,15,H,0.067
16,97,1,atb_lowest,atb,16,H,0.067
17,97,1,atb_lowest,atb,17,H,-0.010000001
18,97,1,atb_lowest,atb,18,H,-0.010000001
19,97,1,atb_lowest,atb,19,H,0.029999998
20,97,1,atb_lowest,atb,20,H,0.029999998
21,97,1,atb_lowest,atb,21,H,0.041999998
22,97,1,atb_lowest,atb,22,H,0.041999998
23,97,1,atb_lowest,atb,23,H,0.102999999
24,97,1,atb_lowest,atb,24,H,0.175999997
25,97,1,atb_lowest,atb,25,H,0.453000007
26,97,1,atb_lowest,atb,26,H,0.175999997
27,97,1,atb_lowest,atb,27,H,0.102999999
0,97,1,resp,vacuum,0,C,-0.169826206
1,97,1,resp,vacuum,1,C,0.084107515
2,97,1,resp,vacuum,2,C,-0.022903909
3,97,1,resp,vacuum,3,C,0.011874525
4,97,1,resp,vacuum,4,O,-0.344057194
5,97,1,resp,vacuum,5,C,0.61642213
6,97,1,resp,vacuum,6,O,-0.549899754
7,97,1,resp,vacuum,7,C,-0.012002601
8,97,1,resp,vacuum,8,C,-0.162481919
9,97,1,resp,vacuum,9,C,-0.227664129
10,97,1,resp,vacuum,10,C,0.31536552
11,97,1,resp,vacuum,11,O,-0.530200887
12,97,1,resp,vacuum,12,C,-0.227664129
13,97,1,resp,vacuum,13,C,-0.162481919
14,97,1,resp,vacuum,14,H,0.034988284
15,97,1,resp,vacuum,15,H,0.034988284
16,97,1,resp,vacuum,16,H,0.034988284
17,97,1,resp,vacuum,17,H,0.017219319
18,97,1,resp,vacuum,18,H,0.017219319
19,97,1,resp,vacuum,19,H,0.021310819
20,97,1,resp,vacuum,20,H,0.021310819
21,97,1,resp,vacuum,21,H,0.080758153
22,97,1,resp,vacuum,22,H,0.080758153
23,97,1,resp,vacuum,23,H,0.161761289
24,97,1,resp,vacuum,24,H,0.163899827
25,97,1,resp,vacuum,25,H,0.38654929
26,97,1,resp,vacuum,26,H,0.163899827
27,97,1,resp,vacuum,27,H,0.161761289
0,97,1,resp2,solvated,0,C,-0.322283138
1,97,1,resp2,solvated,1,C,0.186853359
2,97,1,resp2,solvated,2,C,-0.071783187
3,97,1,resp2,solvated,3,C,-0.017575033
4,97,1,resp2,solvated,4,O,-0.297997608
5,97,1,resp2,solvated,5,C,0.571684472
6,97,1,resp2,solvated,6,O,-0.574024159
7,97,1,resp2,solvated,7,C,0.028540503
8,97,1,resp2,solvated,8,C,-0.226691576
9,97,1,resp2,solvated,9,C,-0.162169489
10,97,1,resp2,solvated,10,C,0.257789645
11,97,1,resp2,solvated,11,O,-0.51829143
12,97,1,resp2,solvated,12,C,-0.162169489
13,97,1,resp2,solvated,13,C,-0.226691576
14,97,1,resp2,solvated,14,H,0.072979981
15,97,1,resp2,solvated,15,H,0.072979981
16,97,1,resp2,solvated,16,H,0.072979981
17,97,1,resp2,solvated,17,H,-0.004042241
18,97,1,resp2,solvated,18,H,-0.004042241
19,97,1,resp2,solvated,19,H,0.043030677
20,97,1,resp2,solvated,20,H,0.043030677
21,97,1,resp2,solvated,21,H,0.090311961
22,97,1,resp2,solvated,22,H,0.090311961
23,97,1,resp2,solvated,23,H,0.167397355
24,97,1,resp2,solvated,24,H,0.163588944
25,97,1,resp2,solvated,25,H,0.395295373
26,97,1,resp2,solvated,26,H,0.163588944
27,97,1,resp2,solvated,27,H,0.167397355
0,97,1,resp2,vacuum,0,C,-0.330911301
1,97,1,resp2,vacuum,1,C,0.177083431
2,97,1,resp2,vacuum,2,C,-0.084390661
3,97,1,resp2,vacuum,3,C,-0.029019421
4,97,1,resp2,vacuum,4,O,-0.275752241
5,97,1,resp2,vacuum,5,C,0.507515035
6,97,1,resp2,vacuum,6,O,-0.496434729
7,97,1,resp2,vacuum,7,C,0.063364705
8,97,1,resp2,vacuum,8,C,-0.217199752
9,97,1,resp2,vacuum,9,C,-0.168062323
10,97,1,resp2,vacuum,10,C,0.236805164
11,97,1,resp2,vacuum,11,O,-0.460425094
12,97,1,resp2,vacuum,12,C,-0.168062323
13,97,1,resp2,vacuum,13,C,-0.217199752
14,97,1,resp2,vacuum,14,H,0.074351478
15,97,1,resp2,vacuum,15,H,0.074351478
16,97,1,resp2,vacuum,16,H,0.074351478
17,97,1,resp2,vacuum,17,H,0.006953707
18,97,1,resp2,vacuum,18,H,0.006953707
19,97,1,resp2,vacuum,19,H,0.038659567
20,97,1,resp2,vacuum,20,H,0.038659567
21,97,1,resp2,vacuum,21,H,0.086866374
22,97,1,resp2,vacuum,22,H,0.086866374
23,97,1,resp2,vacuum,23,H,0.158377296
24,97,1,resp2,vacuum,24,H,0.154003295
25,97,1,resp2,vacuum,25,H,0.34991435
26,97,1,resp2,vacuum,26,H,0.154003295
27,97,1,resp2,vacuum,27,H,0.158377296
10676,97,1,resp2_d06,d=0.6,0,,-0.325734404
10677,97,1,resp2_d06,d=0.6,1,,0.182945388
10678,97,1,resp2_d06,d=0.6,2,,-0.076826177
10679,97,1,resp2_d06,d=0.6,3,,-0.022152788
10680,97,1,resp2_d06,d=0.6,4,,-0.289099461
10681,97,1,resp2_d06,d=0.6,5,,0.546016697
10682,97,1,resp2_d06,d=0.6,6,,-0.542988387
10683,97,1,resp2_d06,d=0.6,7,,0.042470184
10684,97,1,resp2_d06,d=0.6,8,,-0.222894846
10685,97,1,resp2_d06,d=0.6,9,,-0.164526622
10686,97,1,resp2_d06,d=0.6,10,,0.249395852
10687,97,1,resp2_d06,d=0.6,11,,-0.495144895
10688,97,1,resp2_d06,d=0.6,12,,-0.164526622
10689,97,1,resp2_d06,d=0.6,13,,-0.222894846
10690,97,1,resp2_d06,d=0.6,14,,0.073528579
10691,97,1,resp2_d06,d=0.6,15,,0.073528579
10692,97,1,resp2_d06,d=0.6,16,,0.073528579
10693,97,1,resp2_d06,d=0.6,17,,0.000356138
10694,97,1,resp2_d06,d=0.6,18,,0.000356138
10695,97,1,resp2_d06,d=0.6,19,,0.041282233
10696,97,1,resp2_d06,d=0.6,20,,0.041282233
10697,97,1,resp2_d06,d=0.6,21,,0.088933726
10698,97,1,resp2_d06,d=0.6,22,,0.088933726
10699,97,1,resp2_d06,d=0.6,23,,0.163789332
10700,97,1,resp2_d06,d=0.6,24,,0.159754684
10701,97,1,resp2_d06,d=0.6,25,,0.377142964
10702,97,1,resp2_d06,d=0.6,26,,0.159754684
10703,97,1,resp2_d06,d=0.6,27,,0.163789332
0,97,2,am1bcc,openeye,0,C,-0.091330002
1,97,2,am1bcc,openeye,1,C,-0.081910002
2,97,2,am1bcc,openeye,2,C,-0.098289999
3,97,2,am1bcc,openeye,3,C,0.132809994
4,97,2,am1bcc,openeye,4,O,-0.442779991
5,97,2,am1bcc,openeye,5,C,0.655510006
6,97,2,am1bcc,openeye,6,O,-0.551029983
7,97,2,am1bcc,openeye,7,C,-0.175430002
8,97,2,am1bcc,openeye,8,C,-0.033340002
9,97,2,am1bcc,openeye,9,C,-0.206499996
10,97,2,am1bcc,openeye,10,C,0.158869994
11,97,2,am1bcc,openeye,11,O,-0.490099999
12,97,2,am1bcc,openeye,12,C,-0.206499996
13,97,2,am1bcc,openeye,13,C,-0.033340002
14,97,2,am1bcc,openeye,14,H,0.032869996
15,97,2,am1bcc,openeye,15,H,0.032869996
16,97,2,am1bcc,openeye,16,H,0.032869996
17,97,2,am1bcc,openeye,17,H,0.046809999
18,97,2,am1bcc,openeye,18,H,0.046809999
19,97,2,am1bcc,openeye,19,H,0.049549998
20,97,2,am1bcc,openeye,20,H,0.049549998
21,97,2,am1bcc,openeye,21,H,0.065240001
22,97,2,am1bcc,openeye,22,H,0.065240001
23,97,2,am1bcc,openeye,23,H,0.159509999
24,97,2,am1bcc,openeye,24,H,0.148919997
25,97,2,am1bcc,openeye,25,H,0.424690006
26,97,2,am1bcc,openeye,26,H,0.148919997
27,97,2,am1bcc,openeye,27,H,0.159509999
0,97,2,atb_conformer,atb,0,C,-0.374000011
1,97,2,atb_conformer,atb,1,C,0.206000002
2,97,2,atb_conformer,atb,2,C,-0.129999993
3,97,2,atb_conformer,atb,3,C,0.087
4,97,2,atb_conformer,atb,4,O,-0.356000004
5,97,2,atb_conformer,atb,5,C,0.654999974
6,97,2,atb_conformer,atb,6,O,-0.564000008
7,97,2,atb_conformer,atb,7,C,-0.180999992
8,97,2,atb_conformer,atb,8,C,-0.042999999
9,97,2,atb_conformer,atb,9,C,-0.303999988
10,97,2,atb_conformer,atb,10,C,0.416999998
11,97,2,atb_conformer,atb,11,O,-0.58700001
12,97,2,atb_conformer,atb,12,C,-0.303999988
13,97,2,atb_conformer,atb,13,C,-0.042999999
14,97,2,atb_conformer,atb,14,H,0.089000004
15,97,2,atb_conformer,atb,15,H,0.089000004
16,97,2,atb_conformer,atb,16,H,0.089000004
17,97,2,atb_conformer,atb,17,H,-0.010999998
18,97,2,atb_conformer,atb,18,H,-0.010999998
19,97,2,atb_conformer,atb,19,H,0.053000002
20,97,2,atb_conformer,atb,20,H,0.053000002
21,97,2,atb_conformer,atb,21,H,0.064000005
22,97,2,atb_conformer,atb,22,H,0.064000005
23,97,2,atb_conformer,atb,23,H,0.119999999
24,97,2,atb_conformer,atb,24,H,0.173999997
25,97,2,atb_conformer,atb,25,H,0.453999998
26,97,2,atb_conformer,atb,26,H,0.173999997
27,97,2,atb_conformer,atb,27,H,0.119999999
0,97,2,atb_lowest,atb,0,C,-0.273000004
1,97,2,atb_lowest,atb,1,C,0.115999995
2,97,2,atb_lowest,atb,2,C,-0.004000002
3,97,2,atb_lowest,atb,3,C,0.111
4,97,2,atb_lowest,atb,4,O,-0.430999996
5,97,2,atb_lowest,atb,5,C,0.837000011
6,97,2,atb_lowest,atb,6,O,-0.602
7,97,2,atb_lowest,atb,7,C,-0.344000013
8,97,2,atb_lowest,atb,8,C,0.032
9,97,2,atb_lowest,atb,9,C,-0.331000002
10,97,2,atb_lowest,atb,10,C,0.442
11,97,2,atb_lowest,atb,11,O,-0.589999975
12,97,2,atb_lowest,atb,12,C,-0.331000002
13,97,2,atb_lowest,atb,13,C,0.032
14,97,2,atb_lowest,atb,14,H,0.067
15,97,2,atb_lowest,atb,15,H,0.067
16,97,2,atb_lowest,atb,16,H,0.067
17,97,2,atb_lowest,atb,17,H,-0.010000001
18,97,2,atb_lowest,atb,18,H,-0.010000001
19,97,2,atb_lowest,atb,19,H,0.029999998
20,97,2,atb_lowest,atb,20,H,0.029999998
21,97,2,atb_lowest,atb,21,H,0.041999998
22,97,2,atb_lowest,atb,22,H,0.041999998
23,97,2,atb_lowest,atb,23,H,0.102999999
24,97,2,atb_lowest,atb,24,H,0.175999997
25,97,2,atb_lowest,atb,25,H,0.453000007
26,97,2,atb_lowest,atb,26,H,0.175999997
27,97,2,atb_lowest,atb,27,H,0.102999999
0,97,2,resp,vacuum,0,C,-0.150168685
1,97,2,resp,vacuum,1,C,0.079093324
2,97,2,resp,vacuum,2,C,-0.018905904
3,97,2,resp,vacuum,3,C,0.013637923
4,97,2,resp,vacuum,4,O,-0.343488018
5,97,2,resp,vacuum,5,C,0.623823225
6,97,2,resp,vacuum,6,O,-0.552049539
7,97,2,resp,vacuum,7,C,-0.008444205
8,97,2,resp,vacuum,8,C,-0.179514565
9,97,2,resp,vacuum,9,C,-0.202634712
10,97,2,resp,vacuum,10,C,0.278351229
11,97,2,resp,vacuum,11,O,-0.524663419
12,97,2,resp,vacuum,12,C,-0.202634712
13,97,2,resp,vacuum,13,C,-0.179514565
14,97,2,resp,vacuum,14,H,0.030822331
15,97,2,resp,vacuum,15,H,0.030822331
16,97,2,resp,vacuum,16,H,0.030822331
17,97,2,resp,vacuum,17,H,0.015487529
18,97,2,resp,vacuum,18,H,0.015487529
19,97,2,resp,vacuum,19,H,0.018635696
20,97,2,resp,vacuum,20,H,0.018635696
21,97,2,resp,vacuum,21,H,0.080280812
22,97,2,resp,vacuum,22,H,0.080280812
23,97,2,resp,vacuum,23,H,0.166277496
24,97,2,resp,vacuum,24,H,0.162090353
25,97,2,resp,vacuum,25,H,0.389101862
26,97,2,resp,vacuum,26,H,0.162090353
27,97,2,resp,vacuum,27,H,0.166277496
0,97,2,resp2,solvated,0,C,-0.31733241
1,97,2,resp2,solvated,1,C,0.177974542
2,97,2,resp2,solvated,2,C,-0.067233691
3,97,2,resp2,solvated,3,C,-0.02014959
4,97,2,resp2,solvated,4,O,-0.290715353
5,97,2,resp2,solvated,5,C,0.560305513
6,97,2,resp2,solvated,6,O,-0.570818898
7,97,2,resp2,solvated,7,C,0.040387592
8,97,2,resp2,solvated,8,C,-0.232083368
9,97,2,resp2,solvated,9,C,-0.16158334
10,97,2,resp2,solvated,10,C,0.257808104
11,97,2,resp2,solvated,11,O,-0.518736065
12,97,2,resp2,solvated,12,C,-0.16158334
13,97,2,resp2,solvated,13,C,-0.232083368
14,97,2,resp2,solvated,14,H,0.072360528
15,97,2,resp2,solvated,15,H,0.072360528
16,97,2,resp2,solvated,16,H,0.072360528
17,97,2,resp2,solvated,17,H,-0.002981086
18,97,2,resp2,solvated,18,H,-0.002981086
19,97,2,resp2,solvated,19,H,0.04298383
20,97,2,resp2,solvated,20,H,0.04298383
21,97,2,resp2,solvated,21,H,0.08917705
22,97,2,resp2,solvated,22,H,0.08917705
23,97,2,resp2,solvated,23,H,0.168335508
24,97,2,resp2,solvated,24,H,0.164043044
25,97,2,resp2,solvated,25,H,0.395645392
26,97,2,resp2,solvated,26,H,0.164043044
27,97,2,resp2,solvated,27,H,0.168335508
0,97,2,resp2,vacuum,0,C,-0.329842439
1,97,2,resp2,vacuum,1,C,0.170686038
2,97,2,resp2,vacuum,2,C,-0.080065256
3,97,2,resp2,vacuum,3,C,-0.042044003
4,97,2,resp2,vacuum,4,O,-0.268135902
5,97,2,resp2,vacuum,5,C,0.494545938
6,97,2,resp2,vacuum,6,O,-0.492931673
7,97,2,resp2,vacuum,7,C,0.078418866
8,97,2,resp2,vacuum,8,C,-0.224682485
9,97,2,resp2,vacuum,9,C,-0.167532914
10,97,2,resp2,vacuum,10,C,0.238131261
11,97,2,resp2,vacuum,11,O,-0.461279065
12,97,2,resp2,vacuum,12,C,-0.167532914
13,97,2,resp2,vacuum,13,C,-0.224682485
14,97,2,resp2,vacuum,14,H,0.0743605
15,97,2,resp2,vacuum,15,H,0.0743605
16,97,2,resp2,vacuum,16,H,0.0743605
17,97,2,resp2,vacuum,17,H,0.008928335
18,97,2,resp2,vacuum,18,H,0.008928335
19,97,2,resp2,vacuum,19,H,0.038840346
20,97,2,resp2,vacuum,20,H,0.038840346
21,97,2,resp2,vacuum,21,H,0.089695703
22,97,2,resp2,vacuum,22,H,0.089695703
23,97,2,resp2,vacuum,23,H,0.159907805
24,97,2,resp2,vacuum,24,H,0.15452669
25,97,2,resp2,vacuum,25,H,0.350067779
26,97,2,resp2,vacuum,26,H,0.15452669
27,97,2,resp2,vacuum,27,H,0.159907805
10704,97,2,resp2_d06,d=0.6,0,,-0.322336421
10705,97,2,resp2_d06,d=0.6,1,,0.17505914
10706,97,2,resp2_d06,d=0.6,2,,-0.072366317
10707,97,2,resp2_d06,d=0.6,3,,-0.028907355
10708,97,2,resp2_d06,d=0.6,4,,-0.281683572
10709,97,2,resp2_d06,d=0.6,5,,0.534001683
10710,97,2,resp2_d06,d=0.6,6,,-0.539664008
10711,97,2,resp2_d06,d=0.6,7,,0.055600102
10712,97,2,resp2_d06,d=0.6,8,,-0.229123015
10713,97,2,resp2_d06,d=0.6,9,,-0.163963169
10714,97,2,resp2_d06,d=0.6,10,,0.249937367
10715,97,2,resp2_d06,d=0.6,11,,-0.495753265
10716,97,2,resp2_d06,d=0.6,12,,-0.163963169
10717,97,2,resp2_d06,d=0.6,13,,-0.229123015
10718,97,2,resp2_d06,d=0.6,14,,0.073160517
10719,97,2,resp2_d06,d=0.6,15,,0.073160517
10720,97,2,resp2_d06,d=0.6,16,,0.073160517
10721,97,2,resp2_d06,d=0.6,17,,0.001782683
10722,97,2,resp2_d06,d=0.6,18,,0.001782683
10723,97,2,resp2_d06,d=0.6,19,,0.041326437
10724,97,2,resp2_d06,d=0.6,20,,0.041326437
10725,97,2,resp2_d06,d=0.6,21,,0.089384511
10726,97,2,resp2_d06,d=0.6,22,,0.089384511
10727,97,2,resp2_d06,d=0.6,23,,0.164964427
10728,97,2,resp2_d06,d=0.6,24,,0.160236502
10729,97,2,resp2_d06,d=0.6,25,,0.377414347
10730,97,2,resp2_d06,d=0.6,26,,0.160236502
10731,97,2,resp2_d06,d=0.6,27,,0.164964427
0,97,3,am1bcc,openeye,0,C,-0.091009997
1,97,3,am1bcc,openeye,1,C,-0.082620003
2,97,3,am1bcc,openeye,2,C,-0.100479998
3,97,3,am1bcc,openeye,3,C,0.133980006
4,97,3,am1bcc,openeye,4,O,-0.442860008
5,97,3,am1bcc,openeye,5,C,0.655860006
6,97,3,am1bcc,openeye,6,O,-0.550930024
7,97,3,am1bcc,openeye,7,C,-0.174510003
8,97,3,am1bcc,openeye,8,C,-0.03379
9,97,3,am1bcc,openeye,9,C,-0.206149996
10,97,3,am1bcc,openeye,10,C,0.158930003
11,97,3,am1bcc,openeye,11,O,-0.491549999
12,97,3,am1bcc,openeye,12,C,-0.206149996
13,97,3,am1bcc,openeye,13,C,-0.03379
14,97,3,am1bcc,openeye,14,H,0.032900001
15,97,3,am1bcc,openeye,15,H,0.032900001
16,97,3,am1bcc,openeye,16,H,0.032900001
17,97,3,am1bcc,openeye,17,H,0.046980001
18,97,3,am1bcc,openeye,18,H,0.046980001
19,97,3,am1bcc,openeye,19,H,0.04947
20,97,3,am1bcc,openeye,20,H,0.04947
21,97,3,am1bcc,openeye,21,H,0.065800003
22,97,3,am1bcc,openeye,22,H,0.065800003
23,97,3,am1bcc,openeye,23,H,0.15929
24,97,3,am1bcc,openeye,24,H,0.14914
25,97,3,am1bcc,openeye,25,H,0.425009995
26,97,3,am1bcc,openeye,26,H,0.14914
27,97,3,am1bcc,openeye,27,H,0.15929
0,97,3,atb_conformer,atb,0,C,-0.36500001
1,97,3,atb_conformer,atb,1,C,0.203999996
2,97,3,atb_conformer,atb,2,C,-0.132
3,97,3,atb_conformer,atb,3,C,0.083999999
4,97,3,atb_conformer,atb,4,O,-0.352999985
5,97,3,atb_conformer,atb,5,C,0.647000015
6,97,3,atb_conformer,atb,6,O,-0.561999977
7,97,3,atb_conformer,atb,7,C,-0.172999993
8,97,3,atb_conformer,atb,8,C,-0.046
9,97,3,atb_conformer,atb,9,C,-0.303000003
10,97,3,atb_conformer,atb,10,C,0.416999995
11,97,3,atb_conformer,atb,11,O,-0.588
12,97,3,atb_conformer,atb,12,C,-0.303000003
13,97,3,atb_conformer,atb,13,C,-0.046
14,97,3,atb_conformer,atb,14,H,0.086999997
15,97,3,atb_conformer,atb,15,H,0.086999997
16,97,3,atb_conformer,atb,16,H,0.086999997
17,97,3,atb_conformer,atb,17,H,-0.011
18,97,3,atb_conformer,atb,18,H,-0.011
19,97,3,atb_conformer,atb,19,H,0.054000001
20,97,3,atb_conformer,atb,20,H,0.054000001
21,97,3,atb_conformer,atb,21,H,0.064999997
22,97,3,atb_conformer,atb,22,H,0.064999997
23,97,3,atb_conformer,atb,23,H,0.119999997
24,97,3,atb_conformer,atb,24,H,0.173999995
25,97,3,atb_conformer,atb,25,H,0.453999996
26,97,3,atb_conformer,atb,26,H,0.173999995
27,97,3,atb_conformer,atb,27,H,0.119999997
0,97,3,atb_lowest,atb,0,C,-0.273000004
1,97,3,atb_lowest,atb,1,C,0.115999995
2,97,3,atb_lowest,atb,2,C,-0.004000002
3,97,3,atb_lowest,atb,3,C,0.111
4,97,3,atb_lowest,atb,4,O,-0.430999996
5,97,3,atb_lowest,atb,5,C,0.837000011
6,97,3,atb_lowest,atb,6,O,-0.602
7,97,3,atb_lowest,atb,7,C,-0.344000013
8,97,3,atb_lowest,atb,8,C,0.032
9,97,3,atb_lowest,atb,9,C,-0.331000002
10,97,3,atb_lowest,atb,10,C,0.442
11,97,3,atb_lowest,atb,11,O,-0.589999975
12,97,3,atb_lowest,atb,12,C,-0.331000002
13,97,3,atb_lowest,atb,13,C,0.032
14,97,3,atb_lowest,atb,14,H,0.067
15,97,3,atb_lowest,atb,15,H,0.067
16,97,3,atb_lowest,atb,16,H,0.067
17,97,3,atb_lowest,atb,17,H,-0.010000001
18,97,3,atb_lowest,atb,18,H,-0.010000001
19,97,3,atb_lowest,atb,19,H,0.029999998
20,97,3,atb_lowest,atb,20,H,0.029999998
21,97,3,atb_lowest,atb,21,H,0.041999998
22,97,3,atb_lowest,atb,22,H,0.041999998
23,97,3,atb_lowest,atb,23,H,0.102999999
24,97,3,atb_lowest,atb,24,H,0.175999997
25,97,3,atb_lowest,atb,25,H,0.453000007
26,97,3,atb_lowest,atb,26,H,0.175999997
27,97,3,atb_lowest,atb,27,H,0.102999999
0,97,3,resp,vacuum,0,C,-0.127737617
1,97,3,resp,vacuum,1,C,0.086079506
2,97,3,resp,vacuum,2,C,-0.017628783
3,97,3,resp,vacuum,3,C,0.009689501
4,97,3,resp,vacuum,4,O,-0.34077764
5,97,3,resp,vacuum,5,C,0.61469965
6,97,3,resp,vacuum,6,O,-0.550580842
7,97,3,resp,vacuum,7,C,-0.010389864
8,97,3,resp,vacuum,8,C,-0.159093438
9,97,3,resp,vacuum,9,C,-0.217419903
10,97,3,resp,vacuum,10,C,0.292462397
11,97,3,resp,vacuum,11,O,-0.528221732
12,97,3,resp,vacuum,12,C,-0.217419903
13,97,3,resp,vacuum,13,C,-0.159093438
14,97,3,resp,vacuum,14,H,0.024615692
15,97,3,resp,vacuum,15,H,0.024615692
16,97,3,resp,vacuum,16,H,0.024615692
17,97,3,resp,vacuum,17,H,0.010654557
18,97,3,resp,vacuum,18,H,0.010654557
19,97,3,resp,vacuum,19,H,0.017168359
20,97,3,resp,vacuum,20,H,0.017168359
21,97,3,resp,vacuum,21,H,0.082481423
22,97,3,resp,vacuum,22,H,0.082481423
23,97,3,resp,vacuum,23,H,0.158042145
24,97,3,resp,vacuum,24,H,0.162517902
25,97,3,resp,vacuum,25,H,0.389856258
26,97,3,resp,vacuum,26,H,0.162517902
27,97,3,resp,vacuum,27,H,0.158042145
0,97,3,resp2,solvated,0,C,-0.318550455
1,97,3,resp2,solvated,1,C,0.186857446
2,97,3,resp2,solvated,2,C,-0.074840537
3,97,3,resp2,solvated,3,C,-0.016919165
4,97,3,resp2,solvated,4,O,-0.294741975
5,97,3,resp2,solvated,5,C,0.563659342
6,97,3,resp2,solvated,6,O,-0.571098235
7,97,3,resp2,solvated,7,C,0.030361084
8,97,3,resp2,solvated,8,C,-0.221251717
9,97,3,resp2,solvated,9,C,-0.167610908
10,97,3,resp2,solvated,10,C,0.26499178
11,97,3,resp2,solvated,11,O,-0.520343575
12,97,3,resp2,solvated,12,C,-0.167610908
13,97,3,resp2,solvated,13,C,-0.221251717
14,97,3,resp2,solvated,14,H,0.072251202
15,97,3,resp2,solvated,15,H,0.072251202
16,97,3,resp2,solvated,16,H,0.072251202
17,97,3,resp2,solvated,17,H,-0.004929877
18,97,3,resp2,solvated,18,H,-0.004929877
19,97,3,resp2,solvated,19,H,0.044118548
20,97,3,resp2,solvated,20,H,0.044118548
21,97,3,resp2,solvated,21,H,0.089996047
